detection_id,latitude,longitude,acq_datetime_utc,confidence,frp_mw,instrument,satellite,daynight,lat_center,lon_center,cell_id,event_date
37.4346_-116.09_2025-07-16 09:05:00+00:00,37.43456,-116.09005,2025-07-16 09:05:00+00:00,,2.55,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.435_-116.0948_2025-07-16 09:05:00+00:00,37.435,-116.0948,2025-07-16 09:05:00+00:00,,3.5,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4364_-116.1101_2025-07-16 09:05:00+00:00,37.43643,-116.11008,2025-07-16 09:05:00+00:00,,5.03,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4369_-116.1153_2025-07-16 09:05:00+00:00,37.43691,-116.11526,2025-07-16 09:05:00+00:00,,8.19,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4374_-116.1207_2025-07-16 09:05:00+00:00,37.43742,-116.12067,2025-07-16 09:05:00+00:00,,8.19,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4388_-116.0892_2025-07-16 09:05:00+00:00,37.43885,-116.0892,2025-07-16 09:05:00+00:00,,2.08,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4393_-116.0943_2025-07-16 09:05:00+00:00,37.43933,-116.09432,2025-07-16 09:05:00+00:00,,4.01,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4408_-116.1101_2025-07-16 09:05:00+00:00,37.44081,-116.11012,2025-07-16 09:05:00+00:00,,2.18,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4413_-116.1152_2025-07-16 09:05:00+00:00,37.44129,-116.11525,2025-07-16 09:05:00+00:00,,7.78,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4431_-116.088_2025-07-16 09:05:00+00:00,37.4431,-116.088,2025-07-16 09:05:00+00:00,,2.08,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4436_-116.0937_2025-07-16 09:05:00+00:00,37.44364,-116.09373,2025-07-16 09:05:00+00:00,,4.01,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4452_-116.1104_2025-07-16 09:05:00+00:00,37.44521,-116.11043,2025-07-16 09:05:00+00:00,,2.18,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4479_-116.0929_2025-07-16 09:05:00+00:00,37.44794,-116.09294,2025-07-16 09:05:00+00:00,,0.99,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4485_-116.0992_2025-07-16 09:05:00+00:00,37.44853,-116.09916,2025-07-16 09:05:00+00:00,,0.99,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4491_-116.105_2025-07-16 09:05:00+00:00,37.44909,-116.10505,2025-07-16 09:05:00+00:00,,1.32,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4496_-116.1104_2025-07-16 09:05:00+00:00,37.44959,-116.11044,2025-07-16 09:05:00+00:00,,1.32,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4517_-116.086_2025-07-16 09:05:00+00:00,37.45166,-116.08596,2025-07-16 09:05:00+00:00,,1.82,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4522_-116.0922_2025-07-16 09:05:00+00:00,37.45225,-116.09219,2025-07-16 09:05:00+00:00,,0.99,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4528_-116.0985_2025-07-16 09:05:00+00:00,37.45284,-116.09852,2025-07-16 09:05:00+00:00,,0.99,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4534_-121.9342_2025-07-16 09:05:00+00:00,37.45338,-121.93423,2025-07-16 09:05:00+00:00,,0.59,VIIRS,N20,N,37.5,-121.5,37.5000_-121.5000,2025-07-16
37.4534_-116.1046_2025-07-16 09:05:00+00:00,37.45342,-116.10465,2025-07-16 09:05:00+00:00,,1.32,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.454_-116.1103_2025-07-16 09:05:00+00:00,37.45396,-116.11032,2025-07-16 09:05:00+00:00,,1.32,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4554_-116.0797_2025-07-16 09:05:00+00:00,37.45543,-116.07968,2025-07-16 09:05:00+00:00,,3.89,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.456_-116.0855_2025-07-16 09:05:00+00:00,37.45599,-116.08554,2025-07-16 09:05:00+00:00,,3.89,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4566_-116.0918_2025-07-16 09:05:00+00:00,37.45658,-116.09184,2025-07-16 09:05:00+00:00,,2.65,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4572_-116.0982_2025-07-16 09:05:00+00:00,37.45718,-116.09816,2025-07-16 09:05:00+00:00,,2.65,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4577_-116.0833_2025-07-16 09:05:00+00:00,37.45773,-116.0833,2025-07-16 09:05:00+00:00,,4.13,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4578_-116.1042_2025-07-16 09:05:00+00:00,37.45776,-116.10423,2025-07-16 09:05:00+00:00,,3.85,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4583_-116.0895_2025-07-16 09:05:00+00:00,37.45827,-116.08948,2025-07-16 09:05:00+00:00,,4.13,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4583_-116.11_2025-07-16 09:05:00+00:00,37.4583,-116.10995,2025-07-16 09:05:00+00:00,,3.85,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4588_-116.0958_2025-07-16 09:05:00+00:00,37.45882,-116.09579,2025-07-16 09:05:00+00:00,,2.46,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4594_-116.1019_2025-07-16 09:05:00+00:00,37.45935,-116.10188,2025-07-16 09:05:00+00:00,,2.46,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4598_-116.0799_2025-07-16 09:05:00+00:00,37.45982,-116.07994,2025-07-16 09:05:00+00:00,,3.89,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4599_-116.1077_2025-07-16 09:05:00+00:00,37.45986,-116.10768,2025-07-16 09:05:00+00:00,,13.04,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4604_-116.0856_2025-07-16 09:05:00+00:00,37.46037,-116.08562,2025-07-16 09:05:00+00:00,,3.89,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.461_-116.0918_2025-07-16 09:05:00+00:00,37.46096,-116.09183,2025-07-16 09:05:00+00:00,,2.65,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4615_-116.098_2025-07-16 09:05:00+00:00,37.46154,-116.09797,2025-07-16 09:05:00+00:00,,2.65,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4621_-116.1038_2025-07-16 09:05:00+00:00,37.4621,-116.10381,2025-07-16 09:05:00+00:00,,3.85,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4621_-116.0833_2025-07-16 09:05:00+00:00,37.4621,-116.08334,2025-07-16 09:05:00+00:00,,4.13,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4626_-116.0894_2025-07-16 09:05:00+00:00,37.46263,-116.08936,2025-07-16 09:05:00+00:00,,4.13,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4626_-116.1095_2025-07-16 09:05:00+00:00,37.46264,-116.10949,2025-07-16 09:05:00+00:00,,3.85,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4632_-116.0955_2025-07-16 09:05:00+00:00,37.46317,-116.09554,2025-07-16 09:05:00+00:00,,2.46,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4637_-116.1014_2025-07-16 09:05:00+00:00,37.46369,-116.10143,2025-07-16 09:05:00+00:00,,2.46,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4642_-116.0796_2025-07-16 09:05:00+00:00,37.46417,-116.07964,2025-07-16 09:05:00+00:00,,3.5,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4647_-116.0852_2025-07-16 09:05:00+00:00,37.4647,-116.0852,2025-07-16 09:05:00+00:00,,3.5,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4653_-116.0912_2025-07-16 09:05:00+00:00,37.46527,-116.09119,2025-07-16 09:05:00+00:00,,4.72,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4659_-116.0973_2025-07-16 09:05:00+00:00,37.46586,-116.09734,2025-07-16 09:05:00+00:00,,4.72,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4659_-116.0775_2025-07-16 09:05:00+00:00,37.46594,-116.07747,2025-07-16 09:05:00+00:00,,2.11,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4664_-116.0826_2025-07-16 09:05:00+00:00,37.4664,-116.0826,2025-07-16 09:05:00+00:00,,4.09,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4664_-116.1032_2025-07-16 09:05:00+00:00,37.46642,-116.10319,2025-07-16 09:05:00+00:00,,3.18,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4669_-116.0884_2025-07-16 09:05:00+00:00,37.46692,-116.08837,2025-07-16 09:05:00+00:00,,4.09,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4675_-116.0947_2025-07-16 09:05:00+00:00,37.46747,-116.09473,2025-07-16 09:05:00+00:00,,4.39,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.468_-116.1007_2025-07-16 09:05:00+00:00,37.468,-116.10072,2025-07-16 09:05:00+00:00,,4.39,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4685_-116.0788_2025-07-16 09:05:00+00:00,37.46846,-116.07878,2025-07-16 09:05:00+00:00,,3.5,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.469_-116.0841_2025-07-16 09:05:00+00:00,37.46897,-116.08413,2025-07-16 09:05:00+00:00,,3.5,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4695_-116.0901_2025-07-16 09:05:00+00:00,37.46954,-116.09013,2025-07-16 09:05:00+00:00,,4.72,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4701_-116.0965_2025-07-16 09:05:00+00:00,37.47015,-116.09653,2025-07-16 09:05:00+00:00,,4.72,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4707_-116.0816_2025-07-16 09:05:00+00:00,37.47068,-116.08155,2025-07-16 09:05:00+00:00,,4.09,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4707_-116.1024_2025-07-16 09:05:00+00:00,37.47072,-116.10244,2025-07-16 09:05:00+00:00,,3.18,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4712_-116.0871_2025-07-16 09:05:00+00:00,37.47117,-116.08708,2025-07-16 09:05:00+00:00,,4.09,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4718_-116.0937_2025-07-16 09:05:00+00:00,37.47176,-116.0937,2025-07-16 09:05:00+00:00,,4.39,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4723_-116.0999_2025-07-16 09:05:00+00:00,37.4723,-116.09987,2025-07-16 09:05:00+00:00,,4.39,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4745_-116.0755_2025-07-16 09:05:00+00:00,37.47451,-116.07552,2025-07-16 09:05:00+00:00,,2.69,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4749_-116.0802_2025-07-16 09:05:00+00:00,37.47493,-116.08015,2025-07-16 09:05:00+00:00,,3.8,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4754_-116.0854_2025-07-16 09:05:00+00:00,37.4754,-116.0854,2025-07-16 09:05:00+00:00,,3.8,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.476_-116.092_2025-07-16 09:05:00+00:00,37.47598,-116.09197,2025-07-16 09:05:00+00:00,,4.07,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4788_-116.0745_2025-07-16 09:05:00+00:00,37.47879,-116.0745,2025-07-16 09:05:00+00:00,,2.69,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4792_-116.0789_2025-07-16 09:05:00+00:00,37.47919,-116.07887,2025-07-16 09:05:00+00:00,,3.8,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4796_-116.0839_2025-07-16 09:05:00+00:00,37.47964,-116.08386,2025-07-16 09:05:00+00:00,,3.8,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4802_-116.0901_2025-07-16 09:05:00+00:00,37.48019,-116.09009,2025-07-16 09:05:00+00:00,,4.07,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4827_-116.0693_2025-07-16 09:05:00+00:00,37.48269,-116.06934,2025-07-16 09:05:00+00:00,,4.29,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4831_-116.0736_2025-07-16 09:05:00+00:00,37.48309,-116.07362,2025-07-16 09:05:00+00:00,,4.29,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4835_-116.078_2025-07-16 09:05:00+00:00,37.48348,-116.07804,2025-07-16 09:05:00+00:00,,5.75,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4839_-116.083_2025-07-16 09:05:00+00:00,37.48393,-116.08295,2025-07-16 09:05:00+00:00,,5.75,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4844_-116.0888_2025-07-16 09:05:00+00:00,37.48445,-116.08881,2025-07-16 09:05:00+00:00,,1.08,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.487_-116.0683_2025-07-16 09:05:00+00:00,37.48697,-116.0683,2025-07-16 09:05:00+00:00,,4.29,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4874_-116.0727_2025-07-16 09:05:00+00:00,37.48737,-116.0727,2025-07-16 09:05:00+00:00,,4.29,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4878_-116.0772_2025-07-16 09:05:00+00:00,37.48779,-116.07722,2025-07-16 09:05:00+00:00,,5.75,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4921_-116.0764_2025-07-16 09:05:00+00:00,37.49208,-116.07643,2025-07-16 09:05:00+00:00,,2.15,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
32.1179_-104.0132_2025-07-16 09:06:00+00:00,32.11793,-104.01324,2025-07-16 09:06:00+00:00,,0.66,VIIRS,N20,N,32.5,-104.5,32.5000_-104.5000,2025-07-16
32.1203_-104.126_2025-07-16 09:06:00+00:00,32.12029,-104.12602,2025-07-16 09:06:00+00:00,,0.37,VIIRS,N20,N,32.5,-104.5,32.5000_-104.5000,2025-07-16
32.2861_-104.0037_2025-07-16 09:06:00+00:00,32.28606,-104.00367,2025-07-16 09:06:00+00:00,,0.59,VIIRS,N20,N,32.5,-104.5,32.5000_-104.5000,2025-07-16
32.8492_-104.3937_2025-07-16 09:06:00+00:00,32.84921,-104.39366,2025-07-16 09:06:00+00:00,,1.88,VIIRS,N20,N,32.5,-104.5,32.5000_-104.5000,2025-07-16
33.3301_-108.5628_2025-07-16 09:06:00+00:00,33.33008,-108.56281,2025-07-16 09:06:00+00:00,,0.4,VIIRS,N20,N,33.5,-108.5,33.5000_-108.5000,2025-07-16
33.3507_-108.5841_2025-07-16 09:06:00+00:00,33.35071,-108.58407,2025-07-16 09:06:00+00:00,,0.44,VIIRS,N20,N,33.5,-108.5,33.5000_-108.5000,2025-07-16
33.3541_-108.5847_2025-07-16 09:06:00+00:00,33.35406,-108.5847,2025-07-16 09:06:00+00:00,,0.57,VIIRS,N20,N,33.5,-108.5,33.5000_-108.5000,2025-07-16
33.3658_-108.5732_2025-07-16 09:06:00+00:00,33.3658,-108.57317,2025-07-16 09:06:00+00:00,,1.2,VIIRS,N20,N,33.5,-108.5,33.5000_-108.5000,2025-07-16
33.3665_-108.5773_2025-07-16 09:06:00+00:00,33.3665,-108.5773,2025-07-16 09:06:00+00:00,,1.2,VIIRS,N20,N,33.5,-108.5,33.5000_-108.5000,2025-07-16
33.368_-108.4642_2025-07-16 09:06:00+00:00,33.368,-108.46419,2025-07-16 09:06:00+00:00,,0.84,VIIRS,N20,N,33.5,-108.5,33.5000_-108.5000,2025-07-16
33.3687_-108.4684_2025-07-16 09:06:00+00:00,33.36871,-108.46838,2025-07-16 09:06:00+00:00,,0.68,VIIRS,N20,N,33.5,-108.5,33.5000_-108.5000,2025-07-16
33.372_-108.4675_2025-07-16 09:06:00+00:00,33.37199,-108.46754,2025-07-16 09:06:00+00:00,,0.68,VIIRS,N20,N,33.5,-108.5,33.5000_-108.5000,2025-07-16
33.4082_-108.5196_2025-07-16 09:06:00+00:00,33.40815,-108.51962,2025-07-16 09:06:00+00:00,,0.93,VIIRS,N20,N,33.5,-108.5,33.5000_-108.5000,2025-07-16
33.5606_-114.7013_2025-07-16 09:06:00+00:00,33.56061,-114.70133,2025-07-16 09:06:00+00:00,,3.01,VIIRS,N20,N,33.5,-114.5,33.5000_-114.5000,2025-07-16
33.5621_-114.702_2025-07-16 09:06:00+00:00,33.56211,-114.70204,2025-07-16 09:06:00+00:00,,2.95,VIIRS,N20,N,33.5,-114.5,33.5000_-114.5000,2025-07-16
34.5136_-117.4582_2025-07-16 09:06:00+00:00,34.51358,-117.45818,2025-07-16 09:06:00+00:00,,1.49,VIIRS,N20,N,34.5,-117.5,34.5000_-117.5000,2025-07-16
34.5141_-117.4636_2025-07-16 09:06:00+00:00,34.51406,-117.46364,2025-07-16 09:06:00+00:00,,1.83,VIIRS,N20,N,34.5,-117.5,34.5000_-117.5000,2025-07-16
34.6093_-117.3344_2025-07-16 09:06:00+00:00,34.6093,-117.33441,2025-07-16 09:06:00+00:00,,1.99,VIIRS,N20,N,34.5,-117.5,34.5000_-117.5000,2025-07-16
34.6242_-117.1021_2025-07-16 09:06:00+00:00,34.62424,-117.10212,2025-07-16 09:06:00+00:00,,0.58,VIIRS,N20,N,34.5,-117.5,34.5000_-117.5000,2025-07-16
40.8859_-122.076_2025-07-16 10:44:00+00:00,40.8859,-122.07601,2025-07-16 10:44:00+00:00,,2.23,VIIRS,N20,N,40.5,-122.5,40.5000_-122.5000,2025-07-16
40.8877_-122.0831_2025-07-16 10:44:00+00:00,40.88774,-122.08308,2025-07-16 10:44:00+00:00,,2.23,VIIRS,N20,N,40.5,-122.5,40.5000_-122.5000,2025-07-16
40.8893_-122.089_2025-07-16 10:44:00+00:00,40.88928,-122.08897,2025-07-16 10:44:00+00:00,,4.24,VIIRS,N20,N,40.5,-122.5,40.5000_-122.5000,2025-07-16
40.8907_-122.0944_2025-07-16 10:44:00+00:00,40.8907,-122.09444,2025-07-16 10:44:00+00:00,,4.24,VIIRS,N20,N,40.5,-122.5,40.5000_-122.5000,2025-07-16
40.8923_-122.1004_2025-07-16 10:44:00+00:00,40.89226,-122.10041,2025-07-16 10:44:00+00:00,,1.33,VIIRS,N20,N,40.5,-122.5,40.5000_-122.5000,2025-07-16
41.2532_-123.4076_2025-07-16 10:44:00+00:00,41.25317,-123.40755,2025-07-16 10:44:00+00:00,,1.0,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-07-16
41.2661_-123.4407_2025-07-16 10:44:00+00:00,41.26612,-123.44073,2025-07-16 10:44:00+00:00,,1.43,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-07-16
41.2682_-123.3702_2025-07-16 10:44:00+00:00,41.26816,-123.37021,2025-07-16 10:44:00+00:00,,1.82,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-07-16
41.2707_-123.4398_2025-07-16 10:44:00+00:00,41.27071,-123.43983,2025-07-16 10:44:00+00:00,,3.75,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-07-16
41.2723_-123.3674_2025-07-16 10:44:00+00:00,41.2723,-123.36742,2025-07-16 10:44:00+00:00,,5.61,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-07-16
41.2758_-123.4212_2025-07-16 10:44:00+00:00,41.27579,-123.42122,2025-07-16 10:44:00+00:00,,1.96,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-07-16
41.2762_-123.3636_2025-07-16 10:44:00+00:00,41.2762,-123.36357,2025-07-16 10:44:00+00:00,,5.61,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-07-16
41.2783_-123.4118_2025-07-16 10:44:00+00:00,41.27831,-123.41179,2025-07-16 10:44:00+00:00,,2.56,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-07-16
41.2788_-123.3745_2025-07-16 10:44:00+00:00,41.27885,-123.37447,2025-07-16 10:44:00+00:00,,5.24,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-07-16
41.2809_-123.4027_2025-07-16 10:44:00+00:00,41.2809,-123.40268,2025-07-16 10:44:00+00:00,,1.09,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-07-16
41.2816_-123.3661_2025-07-16 10:44:00+00:00,41.28163,-123.36607,2025-07-16 10:44:00+00:00,,2.94,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-07-16
41.2824_-123.4088_2025-07-16 10:44:00+00:00,41.2824,-123.40883,2025-07-16 10:44:00+00:00,,1.09,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-07-16
41.283_-123.3718_2025-07-16 10:44:00+00:00,41.28304,-123.37185,2025-07-16 10:44:00+00:00,,2.77,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-07-16
41.2843_-123.3769_2025-07-16 10:44:00+00:00,41.28427,-123.3769,2025-07-16 10:44:00+00:00,,2.77,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-07-16
41.2865_-123.4059_2025-07-16 10:44:00+00:00,41.2865,-123.40592,2025-07-16 10:44:00+00:00,,1.09,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-07-16
41.2885_-123.4537_2025-07-16 10:44:00+00:00,41.28851,-123.45366,2025-07-16 10:44:00+00:00,,2.15,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-07-16
41.2926_-123.4509_2025-07-16 10:44:00+00:00,41.29263,-123.45091,2025-07-16 10:44:00+00:00,,2.45,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-07-16
41.3006_-123.4442_2025-07-16 10:44:00+00:00,41.30061,-123.44422,2025-07-16 10:44:00+00:00,,0.74,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-07-16
41.3032_-123.4352_2025-07-16 10:44:00+00:00,41.30322,-123.43517,2025-07-16 10:44:00+00:00,,0.74,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-07-16
41.3045_-123.4405_2025-07-16 10:44:00+00:00,41.3045,-123.44047,2025-07-16 10:44:00+00:00,,0.74,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-07-16
41.3374_-123.3902_2025-07-16 10:44:00+00:00,41.3374,-123.39025,2025-07-16 10:44:00+00:00,,1.52,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-07-16
41.3391_-123.3848_2025-07-16 10:44:00+00:00,41.33915,-123.38476,2025-07-16 10:44:00+00:00,,4.47,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-07-16
41.3403_-123.3826_2025-07-16 10:44:00+00:00,41.34032,-123.38256,2025-07-16 10:44:00+00:00,,3.56,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-07-16
41.3405_-123.3905_2025-07-16 10:44:00+00:00,41.34052,-123.39046,2025-07-16 10:44:00+00:00,,4.47,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-07-16
41.3417_-123.3883_2025-07-16 10:44:00+00:00,41.34174,-123.38834,2025-07-16 10:44:00+00:00,,4.52,VIIRS,N20,N,41.5,-123.5,41.5000_-123.5000,2025-07-16
41.5131_-116.3018_2025-07-16 10:44:00+00:00,41.5131,-116.30176,2025-07-16 10:44:00+00:00,,0.68,VIIRS,N20,N,41.5,-116.5,41.5000_-116.5000,2025-07-16
41.5133_-116.3108_2025-07-16 10:44:00+00:00,41.51327,-116.31078,2025-07-16 10:44:00+00:00,,0.9,VIIRS,N20,N,41.5,-116.5,41.5000_-116.5000,2025-07-16
41.5156_-116.3096_2025-07-16 10:44:00+00:00,41.51556,-116.30965,2025-07-16 10:44:00+00:00,,0.68,VIIRS,N20,N,41.5,-116.5,41.5000_-116.5000,2025-07-16
41.5585_-122.5241_2025-07-16 10:44:00+00:00,41.55855,-122.5241,2025-07-16 10:44:00+00:00,,0.71,VIIRS,N20,N,41.5,-122.5,41.5000_-122.5000,2025-07-16
37.3876_-116.1601_2025-07-16 10:45:00+00:00,37.38757,-116.16013,2025-07-16 10:45:00+00:00,,8.73,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.3923_-116.1572_2025-07-16 10:45:00+00:00,37.39226,-116.15716,2025-07-16 10:45:00+00:00,,11.52,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.3934_-116.1543_2025-07-16 10:45:00+00:00,37.39339,-116.15429,2025-07-16 10:45:00+00:00,,8.73,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.394_-116.1625_2025-07-16 10:45:00+00:00,37.39402,-116.16253,2025-07-16 10:45:00+00:00,,11.52,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.3951_-116.1596_2025-07-16 10:45:00+00:00,37.3951,-116.15961,2025-07-16 10:45:00+00:00,,16.76,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.424_-116.1365_2025-07-16 10:45:00+00:00,37.42405,-116.13648,2025-07-16 10:45:00+00:00,,5.65,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4308_-116.1149_2025-07-16 10:45:00+00:00,37.43079,-116.11488,2025-07-16 10:45:00+00:00,,3.51,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4315_-116.112_2025-07-16 10:45:00+00:00,37.43151,-116.11198,2025-07-16 10:45:00+00:00,,6.44,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
37.4332_-116.1223_2025-07-16 10:45:00+00:00,37.43325,-116.12231,2025-07-16 10:45:00+00:00,,3.51,VIIRS,N20,N,37.5,-116.5,37.5000_-116.5000,2025-07-16
